Organisation;#;Question;#;Answer
acatech – Deutsche Akademie der Technikwissenschaften;#;Bitte geben Sie Ihre Stellungnahme zu dem Anwendungsfeld Gesundheit / Pflege ein:;#;Sicherlich kann die Blockchain dazu beitragen, die Datensouveränität zu erhöhen, aber die Verwendung von Daten im Bereich der Medizin hat völlig andere Hürden als die Blockchain lösen kann. Hier sind vor allem organisatorische Widerstände zu überwinden.
acatech – Deutsche Akademie der Technikwissenschaften;#;Bitte geben Sie Ihre Stellungnahme zu dem Anwendungsfeld Mobilität ein:;#;Es gibt natürlich eine ganze Reihe von Möglichkeiten, die Mobilität mit Blockchain-Techniken zu untermauern, insbesondere bei intermondalen Logistikketten. Interessant könnte es auch sein, bei einer blockchainartigen Verwaltung von Mobilität Big Data-Analysen darauf zu fahren.
acatech – Deutsche Akademie der Technikwissenschaften;#;Bitte geben Sie Ihre Stellungnahme zu dem Anwendungsfeld Lieferketten / Logistik ein:;#;Im Bereich der Logistik und Lieferketten ist Blockchain vielleicht eines der ganz interessanten Anwendungsgebiete. Bei Logistik-Prozessen, die den Transport von Gütern über mehrere Länder und Grenzen, über unterschiedliche Transportmittel wie Zug, LKW oder Schiff beinhalten, lässt sich der Warenverkehr durch eine Blockchain entsprechend gut dokumentieren. Dazu ist es auch möglich, transparent auf diese Informationen zuzugreifen und bis zu einem gewissen Grad auch die Authentizität der Lieferketten sicherzustellen. Allerdings ist einer der kritischen Punkte dabei, die Verifizierung der Informationen, die aus den physischen Prozessen der Logistik herrühren.
acatech – Deutsche Akademie der Technikwissenschaften;#;Bitte geben Sie Ihre Stellungnahme zu dem Anwendungsfeld Internet der Dinge ein:;#;Hier ist auch einer der wichtigen Bereiche, wie man bestimmte Prozessketten beim Internet der Dinge fälschungssicher registriert, wie bestimmte Dienstleistungen gebucht und abgerechnet werden. Hier können gerade die „smart contracts“ eine gewisse Rolle spielen.
acatech – Deutsche Akademie der Technikwissenschaften;#;Bitte geben Sie Ihre Stellungnahme zu dem Themengebiet Digitale Identitäten ein:;#;Digitale Identitäten sind ein wesentlicher Punkt. Ich denke aber, dass digitale Identitäten von fundamentaler Bedeutung sind – ganz unabhängig von der Blockchain-Fragestellung. Dazu gehört natürlich die Frage, wie man überhaupt digitale Identitäten vergibt, wer sie verifiziert. Blockchains können dann dazu dienen, Sanktionen auf Basis digitaler Identitäten zu unterstützen.
acatech – Deutsche Akademie der Technikwissenschaften;#;Bitte geben Sie Ihre Stellungnahme zu dem Themengebiet Urheberrechte ein:;#;Natürlich ist es denkbar, über Blockchain Rechtemanagement zu organisieren, insbesondere die Nutzung und den Zugriff auf IP. Allerdings ist hier die Blockchain nur ein Element eines umfassenden Konzeptes des Rechtemanagements.
acatech – Deutsche Akademie der Technikwissenschaften;#;Bitte geben Sie Ihre Stellungnahme zu dem Anwendungsfeld Verwaltung ein:;#;Es ist naheliegend, zu überlegen, wie Blockchain im Bereich der Verwaltung eingesetzt werden könnte. Dazu ist es aber notwendig, den ganzen Bereich der Blockchain entsprechend zu nutzen, um die Registerfragestellungen sicherzustellen. Bei der Erfassung von Informationen wie beispielsweise über Migranten liegt das Thema vielleicht etwas anders, da hier Informationen zusammengestellt werden, die später nicht gefälscht werden sollten. Dies lässt sich sicherlich durch Blockchains bewerkstelligen.
acatech – Deutsche Akademie der Technikwissenschaften;#;Bitte geben Sie Ihre Stellungnahme zu dem Anwendungsfeld Plattformökonomie ein:;#;Ich glaube eher weniger, dass die Blockchain dazu beitragen kann, die Monopolbildung in der Plattformökonomie zu ändern. Plattformökonomien können sich natürlich in bestimmten Bereichen der Blockchain-Technik bedienen, aber es ist völlig unklar, ob das tatsächlich ein Beitrag dazu sein kann die Monopolbildung zu brechen.
acatech – Deutsche Akademie der Technikwissenschaften;#;Bitte geben Sie Ihre Stellungnahme zur Technologischen Herausforderung der Blockchain-Technologie ein:;#;Blockchain ist eben nicht eine Technologie, sondern ein Bündel von Technologien, das sich in Zukunft weiterentwickeln wird. Dazu ist es notwendig, auch zu experimentieren – sowohl im Rahmen von Forschungsprojekten und Projekten, bei denen Hochschulen, Universitäten, Forschungsreinrichtungen und die Wirtschaft zusammenarbeiten, als auch bei der Realisierung von Blockchain-Projekten mit Beispielcharakter - um hier zu sehen, wie verschiedene Muster ineinandergreifen können.
acatech – Deutsche Akademie der Technikwissenschaften;#;Bitte geben Sie Ihre Stellungnahme zu der Herausforderung der Skalierbarkeit ein:;#;Es ist eine der großen offenen Fragen, wie stark Blockchain skalieren kann, insbesondere in kleinteiligen Anwendungen, wo hohe Transaktionsraten erzielt werden. Dies gilt beispielsweise in Bereichen, die heute durch Kreditkarten abgedeckt werden. Gerade hier müssen weitere Erfahrungen und technologische Lösungen angestrebt werden.
acatech – Deutsche Akademie der Technikwissenschaften;#;Bitte geben Sie Ihre Stellungnahme zu der Herausforderung der Ineffizienz durch Redundanz ein:;#;Hier gilt ebenfalls, wie kleinteilig die Verwaltungsaufgabe ist, die durch eine Blockchain geleistet wird. Wenn es einfache Lieferketten für Waren sind, stellt sich die Frage, ob das wirklich durch eine volle Blockchain durchgeführt werden muss. Das hat genau damit zu tun, dass es ganz unterschiedliche technologische Realisierungen von Blockchain gibt, die zugeschnitten werden müssen auf die verschiedenen Anwendungsbereiche.
acatech – Deutsche Akademie der Technikwissenschaften;#;Bitte geben Sie Ihre Stellungnahme zu der Herausforderung der technischen Anforderungen ein:;#;Der Einsatz von Blockchain ist natürlich insbesondere eine organisatorische Herausforderung. Hier ist es wichtig, dass die Unternehmen lernen, welche Verfahren es gibt: Von herkömmlichen Verwaltungen von Daten auf blockchainartige umzusteigen und wie man das am besten bewerkstelligt.
acatech – Deutsche Akademie der Technikwissenschaften;#;Bitte geben Sie Ihre Stellungnahme zu der Herausforderung der Interoperabilität ein:;#;Das Problem der Interoperabilität Am 2.4. ist eine Kabinettsitzung zum Thema Digitalisierung geplant. Da ein Termin mit dem MP vorher wohl nicht zustande kommt, habe ich ihm einen Brief geschrieben, den ich Ihnen vertraulich beilege. Mehr kann ich kaum tun - mich treibt die Sorge, dass das Thema Digitalisierung in Bayern nun unter die Räder kommt.
Achelos;#;Bitte geben Sie Ihre Stellungnahme zur Relevanz der Blockchain-Technologie ein:;#;Kann in realen Anwendungsfeldern nicht leisten, was sie verspricht. Vollständige Argumentation in http://www.hscherzer.de/blkchn.html
Achelos;#;Bitte geben Sie Ihre Stellungnahme zu den Anwendungsfeldern ein:;#;Das Problem der byzantischen Generäle wird auch mit Blockchain nicht verschwinden. BitCoin funktionierte nur so attraktiv, weil die "Gegenleistung" eines (Waffen-) Handels nicht in der Blockchain sichtbar wurde – da fängt Vertrauen überhaupt erst an. Siehe http://www.hscherzer.de/blkchnDE/bcTrans.html Ohne Vertrauen in den Handelspartner gibt es kaum Geschäftsbeziehungen. Ohne Vertrauen in die Technologie gibt es keine elektronische Abwicklung. Die zentrale Vermittlerstelle (Kein Vertrauen in Bank) lässt sich deutlich besser mit "Digital Money Solutions" ausschalten: siehe http://www.hscherzer.de/REF_bitmint_FindingUltimateDigMoneyEN-2019.pdf
Achelos;#;Fehlen aus Ihrer Sicht Anwendungsfelder? Bitte benennen und begründen Sie dieses:;#;Festschreibung von Besitzverhältnissen in totalitären Staaten mit Hoffnung auf Normalisierung und Wiederherstellung derselben. Dazu kann eine Blockchain eingesetzt werden, aber auch ganz andere Technologien. Es verbleibt dabei das Problem der Verbindlichkeit des Eintrags. Anwendungsfeld
Achelos;#;Bitte geben Sie Ihre Stellungnahme zu dem Themengebiet Kryptowährungen, Token und ICOs ein:;#;Im obigen Text ist schon alles gesagt. Als Zahlungssystem sind sie ungeeignet, da sie nicht die Mindestkriterien für die Verwendung als Zahlungsmediums erfüllen.
Achelos;#;Gibt es – außerhalb der Spekulation – nachhaltige Anwendungsmöglichkeiten für Kryptowährungen?;#;Nicht bekannt oder sinnvoll, so lange sie nicht durch eine Zentralbank kontrolliert wird, was im Widerspruch zur Idee steht.
Achelos;#;Ist die Token-Emission eine zukunftsfähige Form der Unternehmens- und Projektfinanzierung bzw. unter welchen Rahmenbedingungen könnte sie sich dazu entwickeln?;#;Nein, s.o. ohne Währungsstabilisation kaum eine Chance. Überdies braucht ein Startup-Unternehmen Geld, um investieren zu können und mit Spekulationsgeld oder Kryptowährung kann man keine Miete oder Büroausstattung bezahlen – es sei denn die kommerzielle Welt akzeptiert Kryptowährung bzw. ICOs.
Achelos;#;Welcher Mehrwert und welche Hindernisse bestehen bei der Tokenisierung klassischer Wertpapiere?;#;Hier besteht ein allgemeines Missverständnis. Verbindlichkeiten (z.B. Verträge) sind nicht kompliziert hinsichtlich Ihres Mediums oder der technologischen Repräsentation, sondern mit Blick auf die juristisch korrekte Abfassung der darin enthaltenen Vereinbarungen. Tokenisierung ersetzt nur das Papier oder die PDF eines Vertrages – und damit ein Problem bzw. Komplexität, die eher vernachlässigbar ist.
Achelos;#;Teilen Sie die Einschätzung, dass sich ICOs mit Utility-Token und Kryptowährungen primär zur Finanzierung dezentralisierter Blockchainprojekte eignen? Welche weiteren sinnvollen Finanzierungsbereiche sehen Sie?;#;Nein, wie kann ein junges Unternehmen einen einen Businessplan aufstellen, wenn der Kapitalwert eine Zufallsgrösse darstellt? Eine Risikoabschätzung ist nahezu unmöglich.
Achelos;#;Welche Missbrauchsrisiken bestehen? Welche Risiken bestehen für Kleinanleger?;#;Ohne Vertrauen zwischen Token-Herausgeber und Kleinanleger werden Kleinanleger mit nicht einklagbaren Scheinleistungen betrogen.
Achelos;#;Sollte die Emission von Utility-Token und Kryptowährungen reguliert werden? Sollte diese Regulierung auf europäischer oder auf nationaler Ebene erfolgen?;#;Ja, optimal auf internationaler Ebene, aber Europa wäre bereits ein guter Schritt.
Achelos;#;Wie werden Potenziale von Kryptowährungen, die an Realwährungen gekoppelt sind, also sogenannte stable coins, bewertet?;#;Kryptowährungen, die an Realwährungen gekoppelt sind (höchst sinnvoll) vergleichen sich mit der Lösung "Digitales Geld". Die Eignung von Kryptowährungen als digitales Geld ist allerdings höchst fragwürdig. Im Artikel "Finding the ultimate digital money" (http://www.hscherzer.de/REF_bitmint_FindingUltimateDigMoneyEN-2019.pdf )werden Kriterien dargestellt und auch Ansätze verglichen.
Achelos;#;Bitte geben Sie Ihre Stellungnahme zu dem Themengebiet Anwendung in der Finanzwirtschaft ein:;#;Für Banken gibt es nahezu keinen Grund, die Blockchain einzusetzen, das Argument "No Authorities" ist hier eine Farce, denn die Banken sind ja gerade selbst die "nicht erwünschten Authorities". Eine Bank kann Aktivitäten und Untersuchungen zur Blockchain aber gut verwenden, um nach aussen eine "Modernes Unternehmen"-Wirkung zu senden. EFT (Electronic Fund Transfer) ist ein hochwirksames und durchaus komplexes und funktionierendes System. Der Blockchain Gedanke kann die komplexen Anforderungen an EFT nicht abdecken.
Achelos;#;Bitte geben Sie Ihre Stellungnahme zu dem Themengebiet Energie, insbesondere Stromhandel, ein:;#;Die "direkte Vertragsbeziehung" ist ein rein juristisches und organisatorisches Problem. Die Blockchain Technologie ist dort nicht der Heilsbringer und die projizierten Hoffnungen sind daher an der Grenze von Selbstbetrug. Wären die juristischen/organisatorischen Probleme gelöst, so wäre der Zugewinn durch die Blockchain wahrscheinlich kaum wahrnehmbar.
Achelos;#;Welche besonders relevanten / geeigneten Anwendungsfälle werden im Energiebereich gesehen?;#;Der Energiebereich braucht eine Art globale Datenbank. Die Blockchain verspricht diese Eigenschaft und erfüllt damit einen Aspekt des Problems. Die Unabhängigkeit dieser "Datenbank" von einer parteilichen Instanz (z.B. Energieunternehmen) macht die Blockchain hier attraktiv. Letztlich müssen sowohl bei Blockchain, als auch bei jedem anderen System die gleichen Sicherheitsmaßnahmen (z.B. Signatur einer Transaktion, implizite Authentisierung, Zugriffsrechte) implementiert werden. Was übrig bleibt ist die "Verkettung von Blöcken auf einer semi-globalen Datenbank".
Achelos;#;Bitte geben Sie Ihre Stellungnahme zu dem Themengebiet Stromnetze ein:;#;Zusammenfassend … die Blockchain löst nur 5% der organisatorischen Komplexität und nicht 95%. Die letzten 5% können durch verschiedene und auch bessere Systeme gelöst werden und daher ist für das Anwendungsfeld Energie die 5%-Blockchainfrage eher nebensächlich, siehe "Alles einfacher?" in http://www.hscherzer.de/blkchnDE/Simplicity.html
Achelos;#;Bitte geben Sie Ihre Stellungnahme zu dem Anwendungsfeld Gesundheit / Pflege ein:;#;Auch hier gilt wie so oft … Blockchain löst nur 5% der eigentlichen Problematik, siehe "Alles einfacher?" in http://www.hscherzer.de/blkchnDE/Simplicity.html
Achelos;#;Bitte geben Sie Ihre Stellungnahme zu dem Anwendungsfeld Mobilität ein:;#;siehe obige Anwendungsfelder, die Ideen sind allesamt gut, und gilt abermals "Alles einfacher?" in http://www.hscherzer.de/blkchnDE/Simplicity.html
Achelos;#;Bitte geben Sie Ihre Stellungnahme zu dem Anwendungsfeld Lieferketten / Logistik ein:;#;Dieses Anwendungsfeld ist der Prototyp zu den Betrachtungen siehe "Alles einfacher?" in http://www.hscherzer.de/blkchnDE/Simplicity.html
Achelos;#;Bitte geben Sie Ihre Stellungnahme zu dem Anwendungsfeld Internet der Dinge ein:;#;Das IoT erzeugt potentiell sehr viele Daten in kürzester Zeit. Die Blockchain mit ihrem Anspruch der "Alles wird für immer gespeichert"-Philosophie ist hier eher ungeeignet und abermals hat sie auch in diesem Feld nur ihre Attraktivität über die vermeintlich verfügbare globale Datenbank erhalten.
Achelos;#;Welche Technologien haben ähnliche Funktionalitäten wie die Blockchain, um im Bereich IoT eingesetzt zu werden?;#;Hier käme jede Form einer Datenbank in Frage, die mit einem entsprechenden Zugriffssystem geschützt ist und von allen IoT Betreibern gleichsam anerkannt wird. Blockchain ist nur eine solche "Datenbank", die sich eben den gleichen Bedingungen stellt.
Achelos;#;Welche rechtlichen und technologischen Hindernisse gibt es beim Einsatz von Blockchains im Bereich IoT?;#;Datenüberlauf mit "Nadel im Heuhaufen"-Problem. Verfolgung von Fehleinträgen in Blockchain könnte sich zu einem ernsthaften Problem entwickeln.
Achelos;#;Welche Herausforderungen bestehen hinsichtlich der Interoperabilität?;#;Technisch gesehen gut lösbar, da die technischen Lösungen (z.B. Zugriffssysteme) allesamt vorhanden sind. Organisatorisch, z.B. "Gegenseitige Anerkennung" sind die klassischen Herausforderungen nach wie vor existent und natürlich durch die Blockchain nicht lösbar.
Achelos;#;Bitte geben Sie Ihre Stellungnahme zu dem Themengebiet Urheberrechte ein:;#;Dies ist eines der interessantesten Anwendungsfelder der Blockchain, sofern diese dann auch rechtlich anerkannt wird. Der Zeitpunkt eines Eintrags und der Hash über ein urheberrechtlich zu schützendes Dokument wird durch die Blockchain gut abgesichert. Da hier das Prinzip "Der erste Eintrag gewinnt" gilt, muss eine Rechtssprechung aber auch die potentiellen Missbrauchsszenarien dieses Ansatzes untersuchen.
Achelos;#;Bitte geben Sie Ihre Stellungnahme zu dem Anwendungsfeld Verwaltung ein:;#;Hier existieren die sehr attraktiven Mermale "europäisch, öffentlich, länderübergreifend" und gleichzeitig ggf. der Irrtum das dies eben nur (oder am besten) durch eine Blockchain-Lösung erreicht werden könnte.
Achelos;#;Bitte geben Sie Ihre Stellungnahme zur Technologischen Herausforderung der Blockchain-Technologie ein:;#;Zusammenfassend lässt sich sagen, dass es einen logischen Beweis gibt, demgemäß die Blockchain unter Beibehaltung ihrer attraktiven Versprechen nahezu keine Anwendung zulässt. Um den Anforderungen heutiger Anwendungen gerecht zu werden müssten (gepriesene) Wesensmerkmale der Blockchain aufgegeben werden – was letztlich übrig bleibt ist ein technologisches Fragment, welches letztlich keinen ernsthaften Zugewinn erzielt und wobei die gewünschten Anwendungen durch andere Technologien leistungsfähiger realisiert werden können. Die gesamte Beweisführung ist verfügbar in separatem Paper "Blockchain Unchained" (http://www.hscherzer.de/blkchn.html ), welches seit seiner Verfügbarkeit sowohl von der LMU (Ludwig-Maximilian Universität München), von BSI Mitarbeitern und durch weitere Experten auf Korrektheit bestätigt wurde.
Achelos;#;Bitte geben Sie Ihre Stellungnahme zu der Herausforderung der Skalierbarkeit ein:;#;In einer Zeit des "Alles und zwar sofort"-Netzwerkkultur, die durch die schnelle Verfügbarkeit von Informationen und Transaktionen ("1-Click Buy") geprägt ist, ist das Abwarten der Bestätigung einer Transaktion (siehe "öffentliche Blockchains") nicht nur anachronistisch, sondern für viele Anwendungen völlig untragbar. Die Wahl einer Server Mehrheitslösung ist zudem umwelttechnisch unverantwortlich. Private Blockchains opfern das im Ursprungsgedanken hochgepriesene "Sicherheit durch Mehrheit"-Prinzip der durchaus sinnvollen notwendig redundanten, aber angemessenen Speicherung. In den meisten privaten Blockchains bleibt dadurch eigentlich nur eine Art "öffentliche Cloud" übrig, und das gar nicht so wichtige Prinzip der Verkettung von Informationen (die eigentliche Blockchain) wird nur noch verwendet, um überhaupt mitspielen zu können.
Achelos;#;Welche Lösungsansätze für das Skalierbarkeitsproblem von (öffentlichen) Blockchains sind erfolgversprechend?;#;1. Abschaffung des Mehrheitsprinzips und damit der Multi-Server Architektur 2. Erstellung einer Quittung (QES = Qualifizierte Elektronische Signatur) des Servers bei Einbringen von Daten in die Blockchain. (Daraus folgt allerdings, dass man gar keine Verkettung von Blöcken mehr benötigt). Zusammenfassend – Wandlung der öffentlichen Blockchain in eine Art öffentliche Cloud, damit wären die eigentlichen Attraktivitätsmerkmale erhalten (öffentlicher Zugang – sichere Ablage)
Achelos;#;Inwiefern kann den Herausforderungen der Skalierbarkeit durch Interoperabilität von Blockchains begegnet werden?;#;Der Versuch Blockchains "interoperabel" zu machen ist ein Widerspruch zum Basisgedanken der Blockchain selbst. Es entsteht eine Systemabhängigkeit, die auf Kosten des Ursprungsgedankens "Unverletzlichkeit" geht, weil im Gegensatz zur "statistisch unabhängigen Mehrheit" nun ein organisiertes, "interoperables" Netzwerk tritt.
Achelos;#;Welche Hindernisse (technisch und verfahrensrechtlich) müssen zur Skalierung von bestehenden bzw. potenziellen Pilotprojekten überwunden werden?;#;Das kommt auf die Art der Skalierung an und ist damit nicht a priori beantwortbar. Je nach Verfahren entstehen völlig andere technische und verfahrensrechtliche Hindernisse. Allen gemeinsam ist die in der vorigen Frage implizite Aufgabe zweier der hochgepriesenen Basisqualitäten der Ursprungsblockchain "Wahrheit durch statistisch unabhängige Mehrheit" und "Unabhängigkeit von Autoritäten".
Achelos;#;Bitte geben Sie Ihre Stellungnahme zu der Herausforderung der Ineffizienz durch Redundanz ein:;#;Redundanz erfordert nicht den Betrieb Tausender von Servern. Die Frage bezieht sich eher auf das Prinzip der Redundanz, sondern auf das Konzept "Wahrheit durch Mehrheit" und die mit der Erstellung der Mehrheit verbundene Zeit (bis zu 20 Min.). Letztere macht eine derartige Blockchain völlig unmöglich für sehr viele Anwendungsgebiete z.B. als Bezahlsystem bei unmittelbarer Lieferung (z.B. Einzelhandel). Da gibt es keinen Ausweg, so lange das "Wahrheit durch Mehrheit"-Prinzip in seiner Ursprungsform beibehalten wird. Die gebotenen Alternativen funktionieren erheblich schneller, opfern aber oft "Wahrheit durch Mehrheit" dem Prinzip "Wahrheit durch die Unwahrscheinlichkeit einer Absprache". Letzteres ist nicht nur sicherheitstechnisch exponiert, sondern in (teil-)totalitären Systemen (z.B. China) auch mathematisch beweisbar gefährdet – allerdings abhängig von der jeweiligen Implementierung.
Achelos;#;In welchem Maße konkurriert die Blockchain mit anderen Datenbanklösungen?;#;Bei genauer Betrachtung (siehe auch "Blockchain Unchained" http://www.hscherzer.de/blkchn.html) ist eine Blockchain, die sich den gleichen Anforderungen stellt, wie eine Datenbanklösung, den Datenbanken in mehreren Punkten unterlegen. Während Datenbanken die Daten strukturiert ablegen können reduziert sich die Blockchain auf eine simple Verkettung von Daten und ist damit komplexeren Anforderungen mitnichten gewachsen. Da letztlich in beiden System Zugriffsbedingungen unabdingbar für seriöse Benutzung sind, verschwinden abermals die ursprünglich gefeierten Merkmale der Blockchain (z.B. "jeder kann anonym mitspielen").
Achelos;#;In welchen Szenarien überwiegen die Vorteile der redundanten Datenspeicherung die Nachteile?;#;"Redundante Datenspeicherung" ist im Ursprungsgedanken der Blockchain ein Abfallprodukt des "Wahrheit durch Mehrheit"-Prinzips. Der Vorteil redundanter Datenspeicherung war und ist immer die Resistenz gegen Datenverlust. Der Vorteil des "Wahrheit durch Mehrheit" – Prinzips ist vor allem in Systemen mit kritischer Glaubwürdigkeit (totalitäre, repressive, kriminelle oder manipulative Systeme), in welchen nicht verteilte Systeme einer Zensur unterliegen können. Würde die Stimmabgabe von Wahlen mit diesem Prinzip weltweit verifiziert, so wäre dieses System einer singulären (wenngleich redundant aufgebauten) Instanz deutlich überlegen.
Achelos;#;Welche Lösungsansätze für das Redundanzproblem von Blockchains sind erfolgversprechend?;#;Nach oben Gesagtem übersetze die Frage "Redundanzproblem" in "Server-Mehrheitsansatz-Problem" Antwort: Die Benutzung von elektronischen Signaturen löst das Problem insofern, als die Verifizierbarkeit einer Transaktion auf Seiten der Verbindlichkeitspartner immer von beiden Seiten und jederzeit möglich ist. Die Verwendung signierter Zeitstempel (Timestamps) kann nachträgliche Signaturen (spätere Veränderung des Inhalts) verhindern. Die Hinterlegung signierter Dokumente in redundanten (im korrekten Sinn) Systemen (nicht Heim PC, sondern Trusted Cloud) kann das Problem des Datenverlustes eliminieren. Vorteil der Signaturlösung ist insbesondere die Einklagbarkeit von Transaktionen im Gegensatz zum "Wahrheit durch Mehrheit"- Prinzip (siehe "Blockchain Unchained" http://www.hscherzer.de/blkchn.html )
Achelos;#;Bitte geben Sie Ihre Stellungnahme zu der Herausforderung der technischen Anforderungen ein:;#;Die "Herausforderungen" erscheinen vernachlässigbar gegenüber den intrinsischen Problemen der Blockchain. Die meisten Technologien dazu existieren bereits. Es zeigt sich indes, dass "technische Herausforderungen" schnell mit "systemimmanenten Problemen" verwechselt werden. So ist z.B. ein Zugriffsrechtesystem unabdingbar, um die Blockchain vor schädlichen Inhalten zu schützen. Im März 2018 berichtet Heise Verlag "Bitcoin: Forscher finden Kinderpornographie in der Blockchain". Demgemäß wurden rechtlich verbotene Inhalte in der Blockchain "eingefroren" und erzeugten damit eine bisher ungeklärte Rechtslage, da der Besitz der Blockchain - unabdingbar für die Betreiber und Benutzer - einen unmittelbaren Rechtsbruch darstellt. Gemäß "Blockchain Unchained" (http://www.hscherzer.de/blkchn.html)ist es nahezu unmöglich die versprochenen Qualitäten einer Blockchain zu nutzen, wenn man den Notwendigkeiten eines Anwendungsfeldes (z.B. hier "Zugriffskontrolle") Folge leisten will oder muss. Letzteres kann man als technische oder organisatorische "Herausforderung" (politisch korrekte Übersetzung des Wortes "Problem") betrachten.
